311,248,132,107,15,683,81,7,10,180,58
CDG-TUN55101fc5-e89a-4a59-a11f-9e02dd3e717f,157,63,63,213,61,200,63,180,crew316311ee-892f-40be-ae17-83f9b3a401bc,CDG-TUNbc7bb23c-8ea5-4784-84a6-d1294df79eef
CDG-LIS3e138e84-3519-48e5-b2dd-3bf29f49d2f4,226,66,66,216,88,200,66,180,crewc8e99b24-68d3-4a81-88be-00ba317e7173,CDG-LIS15eaca29-69d5-4e76-be54-edf61d70df38
BES-CDG74ff6bb8-c060-41b9-a191-dcbf89806458,117,69,69,219,112,200,69,180,crew0f693f5d-81c4-4efc-a385-4f10810a7c86,BES-CDG2468a0d3-81ec-43c0-a753-2362037c593c
IBZ-CDG7570252a-180e-4698-9b7f-96b02d986fb9,66,76,76,226,170,200,76,180,crew0161b5b6-0ae2-4377-b25d-318630194956,IBZ-CDG20c16861-fda1-4e43-a21e-8d2a1ecd719f
SOF-CDGb61aa463-5a7e-4d4b-8160-a06bf3bd8025,146,85,85,235,188,200,85,180,crewdc855317-62bc-4951-b590-3da011ad568b,SOF-CDGf6cae78c-c791-48be-a9aa-951cde021d7c
CDG-LYS934113f0-4ad9-475c-91bd-d7ab15f2fda8,239,102,102,252,198,200,102,180,crewd82d9a3c-4a98-45c8-9817-7d657b1dc014,CDG-LYSa45c86bb-4907-4fcc-bda7-e8284acdd52c
SOF-CDGf6cae78c-c791-48be-a9aa-951cde021d7c,146,108,108,258,71,200,108,180,crew2318993f-2477-47fc-a51b-cd15582bc4fb,SOF-CDGb5839763-1474-4354-a43f-ba70fa434312
OTP-CDG161c027c-36a1-4388-85b4-b2e1868de1ed,131,115,115,265,143,200,115,180,crewd70e2af6-24e5-4bd7-9652-a3eb6f8ba4b7,OTP-CDGb35a9364-548f-45da-bebc-8548b6f2d4e9
CDG-LHRa1c2ed81-ce8c-4fe1-83e7-5b454aa5c092,110,155,155,305,179,200,155,180,crew332a7136-600f-4bfd-ad5b-a101c755c101,CDG-LHR9dce65da-7dc9-4e73-8a33-382c43c74114
CTA-CDG5ee37144-4499-46e1-9beb-a0f471b9c932,67,179,179,329,177,200,179,180,crew8025b8e7-85d5-438e-a6d7-1d7c3afcbb5b,CTA-CDG4c6203cf-b1d9-440e-9ca2-99cd89700b94
