311,248,132,107,15,683,81,7,10,180,58
CDG-TUN6e30726f-b5e0-4488-b662-0b16bcc95734,157,63,63,213,61,200,63,180,crew10cb52d4-2b02-4c56-8ef5-870e4dcc3af6,CDG-TUN6370ba36-ca69-437e-aece-2950872fc4f3
CDG-LIS16093426-d897-47d2-897b-40f3060c677f,226,66,66,216,88,200,66,180,crewb2470ab9-e350-48c9-8cc8-adb0f04827bb,CDG-LISd953887d-4d0f-473c-b144-7034eba47a09
BES-CDGc3169a1b-fd76-4f30-a50d-c99c8494fb89,117,69,69,219,112,200,69,180,crewc20cc905-5d45-4c4b-95fd-e3703b20b379,BES-CDG1b8e97ec-28de-4ebd-8262-3e75247d6081
IBZ-CDG8f30ebf5-601d-4594-b0e5-5bba1a890124,66,76,76,226,170,200,76,180,crewb6a39aa1-5fc7-468e-8427-94f65c10da45,IBZ-CDG2841db77-c2b1-4ee5-83c6-589a6d20d690
SOF-CDG84bfd941-a2ea-4a44-a910-bf834187052f,146,85,85,235,188,200,85,180,crew1adeb346-7cfd-4d46-b0d6-0aac0994c169,SOF-CDG10e95f59-ff77-4fa8-a89e-4f9a0527e158
CDG-LYS156ce674-7f40-4533-b0e7-ca18c6e56715,239,102,102,252,198,200,102,180,crewaec25280-0f0a-4529-9598-b25a33e29bc7,CDG-LYSb84092f7-f481-4cc2-9b96-15321cd26f1a
SOF-CDG10e95f59-ff77-4fa8-a89e-4f9a0527e158,146,108,108,258,71,200,108,180,crew15c29fe3-0490-4a20-9173-ae3a3534cd91,SOF-CDG6912f3e8-6084-400c-a983-1759eca90841
OTP-CDGa0b5a331-5fea-4918-9e77-699047d8e6f6,131,115,115,265,143,200,115,180,crew68ed6bef-f495-46ae-b840-204f5ec33214,OTP-CDG2eecc0d7-d14b-49bf-ad22-f9c395476d1d
CDG-LHR4dd19dc8-9026-47af-91bd-08b4ab7c08ac,110,155,155,305,179,200,155,180,crew5571be95-0a4f-4932-aab9-071245c4000c,CDG-LHR31846656-35fd-4940-88fc-35c55554e724
CTA-CDGc2d722c4-3fa5-40e1-8d0c-a15a0e33f08d,67,179,179,329,177,200,179,180,crew2228d122-8f6d-4fec-9b7c-43c1ddfb5bd6,CTA-CDG6e8f3107-2561-4711-b37f-3e13e7914dc0
CDG-WAW370ccfcc-a122-47c3-8761-e9fec4f1c0b9,148,187,187,337,122,200,187,180,crew32e5f3e2-c111-4674-a328-49869163b651,
LHR-CDGa109fb3a-41fd-4be8-ae58-043db9b8c5b1,110,190,190,340,99,200,190,180,crew842c272e-aa26-43fe-b202-67108b76a6bf,LHR-CDG5f432ef3-e37e-40b6-96c1-49aba0cc2241
BUD-CDGf6fc1073-55d1-4f3d-885e-fb76e1b66df7,211,191,191,341,141,200,191,180,crew6887133b-bd1a-45db-9203-e397d5f4b645,BUD-CDG22bd2608-1f4d-4009-ba3d-7147b444e968
CDG-SVO7d2a8512-949b-4c4a-8e59-6bde6afa0024,86,206,206,356,170,200,206,180,crew730252a4-39c6-4d21-8b1a-b758922f2abe,CDG-SVO69f4f3ac-ace1-4ac5-a8e4-e8d3d658e27c
CDG-ATH59460e7c-2c54-4907-9615-c0b48d1d1fb7,122,212,212,362,61,200,212,180,crewe3965e80-d54b-43d7-b72d-208a81b185d3,
CDG-MPLdee4dabd-9601-4627-a7e4-ac872f3368d7,116,215,215,365,112,200,215,180,crewa7bbca87-640f-485f-a039-45ae19992449,CDG-MPLe70ed9fb-8cc7-40be-8493-4696d0a0cb5c
CDG-BESaae00fc9-924f-4c50-8efa-ed7e5657a58b,117,216,216,366,55,200,216,180,crew99808c76-2830-42c2-a270-39465f0633d5,CDG-BESf5cf10c8-9446-4207-bb1a-9e0fd9df2405
CDG-BRI4a6f88ac-754a-4827-be7f-7367064b2948,82,222,222,372,136,200,222,180,crew32e3f6ac-2f77-42e2-8362-3796b952c71f,CDG-BRI9dbd4692-b519-46e7-8c31-f16e67ad4e1c
CDG-MRS64ee6fe8-2320-4341-b6d7-41fdb2db3da2,174,224,224,374,92,200,224,180,crewb6a39aa1-5fc7-468e-8427-94f65c10da45,CDG-MRS7c4349d7-b22d-46c8-bc05-4baa214bd574
CDG-MPLe70ed9fb-8cc7-40be-8493-4696d0a0cb5c,116,232,232,382,177,200,232,180,crew58794ea6-b13d-4786-80b9-e3845b4858cd,CDG-MPLcd09eabc-9a58-4890-98c8-a515d98ef7a8
TUN-CDG98d8ed4a-82c1-4cab-843f-555be114827f,157,234,234,384,105,200,234,180,crew061bb3da-81cf-46a7-8aa4-c2460a6bbe0b,TUN-CDGf6f98285-855b-47c2-ad89-815ddee57f8c
CDG-BGO276cc4b0-182c-47c2-9240-189ae8f3f9a8,95,242,242,392,120,200,242,180,crew560834d7-4f49-443b-8618-4b7106b42313,CDG-BGO51d1e509-4e5e-4e78-a5dd-a3d59a362a88
CDG-BESf5cf10c8-9446-4207-bb1a-9e0fd9df2405,117,245,245,395,133,200,245,180,crewd85bc600-40e6-4c80-85ca-fd7b41954720,CDG-BES35eafad8-c2db-4737-b071-c877c854ce6d
ALG-CDG1a0b057c-a466-4964-a2cb-035be8997c25,88,255,255,405,172,200,255,180,crewe3bb6dc3-8a18-4122-ad44-2b00f07af27c,ALG-CDG32c784ed-d1be-49f4-b849-48d4f19497af
CDG-CTA1b05c518-cd52-4437-9362-e6d279da455f,67,259,259,409,53,200,259,180,crew33d27dfa-997d-41a9-9aa9-aca7cc0ba4cb,CDG-CTAfe1c3ea7-3eb1-436c-8e6a-8367ddb3b549
