488,581,202,166,20,1608,132,15,12,282,105
CDG-ZAG930410bc-9081-4064-8096-5d424938bc1e,214,62,62,212,150,200,62,180,crew083d38b5-0b3f-4823-83e2-a3ab9b40ea2e,CDG-ZAGcbb1aea8-870d-46e6-9052-0e31734fa07c
CDG-TUN320234ac-5970-4b8b-b72f-0ea5b752760e,157,63,63,213,98,200,63,180,crewf7c1c5a1-66a9-4932-92d4-afbf61a8b869,CDG-TUN88d900be-6d78-49e5-9e8f-bcfe007a69cf
CDG-OPO58575e0a-40e4-44a1-b043-4b40cc75bda4,168,68,68,218,144,200,68,180,crew8f3d18ef-76f9-4d9f-ae1e-5d8d47968474,CDG-OPOfaa8bb5e-0206-4299-958d-e8ad00e38646
CDG-LHR4eea463b-cfce-4758-9e58-918b765c1e9f,110,82,82,232,125,200,82,180,crewa6a89f29-a0e7-48d0-ad6b-b30b3c9cee26,CDG-LHR90394135-bdda-4dca-a486-2f6cc90b33bd
SOF-CDG37d1fe52-037d-4c04-8265-691a8eb2443c,146,85,85,235,187,200,85,180,crewfca9b07e-75a2-481c-ba69-b3709180eb99,SOF-CDGcee145f3-1525-4762-9e30-f94e2af31d73
CPH-CDG95dd4112-2eb0-488c-9770-79ed4f7f8fd5,68,87,87,237,180,200,87,180,crew85aa99a5-67e1-4646-8ba1-f977887d3b10,CPH-CDGf199b5d8-45d0-473e-9ee3-1a8e3baa3dea
LIS-CDG317ecb26-744d-4117-a8c0-402c2aa7b36e,226,91,91,241,114,200,91,180,crew5fd0252e-bcc5-457f-a4fe-c00618238e64,LIS-CDGa8f0cf20-c9cf-4124-b508-946f7176bddc
ALG-CDG6c41ac2f-c016-4695-801e-378a7d8ed3ff,88,91,91,241,171,200,91,180,crew89504786-027d-419a-a304-796d4e6f14c9,ALG-CDG00e74d29-0582-43e9-9b95-a3a6b8840a82
CDG-LHR90394135-bdda-4dca-a486-2f6cc90b33bd,110,101,101,251,156,200,101,180,crewf886d132-9f51-453f-8a53-4c4cc6a9e988,CDG-LHR5dd72fbb-6384-4ae7-b3b9-3cf09dd763c0
TLS-CDG6eee9b09-6277-4c7e-9433-2198049e1c09,83,103,103,253,200,200,103,180,crewfc1cdf50-bf0e-406c-ad48-169b3e89edb8,TLS-CDGfb420ddf-4506-4b1a-bf76-d4b3edbf1330
